systemNumber,accessionNumber,objectType,_currentLocation,_primaryTitle,_primaryMaker,_primaryImageId,_primaryDate,_primaryPlace,_warningTypes,_images
O1225541,P.50-1928,Watercolour,"{'id': 'THES49654', 'displayName': 'Prints & Drawings Study Room, level H', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'WD', 'shelf': '10', 'box': ''}}","A Riverside Encampment, China","{'name': 'Chinnery, George', 'association': 'painter (artist)'}",2006AT3141,between 1825 and 1852,China,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AT3141/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AT3141/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1225541/manifest.json', 'imageResolution': 'high'}"
O35011,1039:1 to 66-1869,Tile set,"{'id': 'THES49888', 'displayName': 'Architecture, Room 128', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '7', 'shelf': 'WE', 'box': ''}}",Moorish style,"{'name': '', 'association': ''}",2006AF0163,ca. 1867,Paris,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AF0163/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AF0163/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O35011/manifest.json', 'imageResolution': 'high'}"
O22901,FE.120&A-1975,Box,"{'id': 'THES387299', 'displayName': 'in store', 'type': 'storage', 'site': 'LAYDOWN (BH/T26C)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Unknown', 'association': ''}",2006AW2050,19th century,Jingdezhen,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AW2050/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AW2050/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O22901/manifest.json', 'imageResolution': 'high'}"
O370868,W.13-1952,Panel,"{'id': 'THES342960', 'displayName': 'in store', 'type': 'storage', 'site': 'BY003 (ES/1/A/SR021)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Unknown', 'association': ''}",2015HP3661,1730-1750,Spain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2015HP3661/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2015HP3661/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O370868/manifest.json', 'imageResolution': 'high'}"
O239728,E.1064:1-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX6565,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX6565/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX6565/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O36082,B.412-1994,Box,"{'id': 'THES276097', 'displayName': 'In Store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",MUSHROOM,{},,1994,,[],{}
O1275245,IS.61:123-1977,Manuscript page,"{'id': 'THES49810', 'displayName': 'South Asia Gallery, Room 41', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '12B', 'shelf': '', 'box': ''}}",Miftah al-Sarod,"{'name': 'Unknown', 'association': ''}",,late 19th century to early 20th century,Deccan,[],{}
O1275200,IS.61:139-1977,Manuscript page,"{'id': 'THES49810', 'displayName': 'South Asia Gallery, Room 41', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '12B', 'shelf': '', 'box': ''}}",Miftah al-Sarod,"{'name': 'Unknown', 'association': ''}",,late 19th century to early 20th century,Deccan,[],{}
O1275193,IS.61:115-1977,Manuscript page,"{'id': 'THES49810', 'displayName': 'South Asia Gallery, Room 41', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '12B', 'shelf': '', 'box': ''}}",Miftah al-Sarod,"{'name': 'Unknown', 'association': ''}",,late 19th century to early 20th century,Deccan,[],{}
O1275191,IS.61:111-1977,Manuscript page,"{'id': 'THES49810', 'displayName': 'South Asia Gallery, Room 41', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '12B', 'shelf': '', 'box': ''}}",Miftah al-Sarod,"{'name': 'Unknown', 'association': ''}",,late 19th century to early 20th century,Deccan,[],{}
O1275190,IS.61:103-1977,Manuscript page,"{'id': 'THES49810', 'displayName': 'South Asia Gallery, Room 41', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '12B', 'shelf': '', 'box': ''}}",Miftah al-Sarod,"{'name': 'Unknown', 'association': ''}",,late 19th century to early 20th century,Deccan,[],{}
O1275201,IS.61:143-1977,Manuscript page,"{'id': 'THES49810', 'displayName': 'South Asia Gallery, Room 41', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '12B', 'shelf': '', 'box': ''}}",Miftah al-Sarod,"{'name': 'Unknown', 'association': ''}",,late 19th century to early 20th century,Deccan,[],{}
O1275157,IS.61:124-1977,Manuscript page,"{'id': 'THES49810', 'displayName': 'South Asia Gallery, Room 41', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '12B', 'shelf': '', 'box': ''}}",Miftah al-Sarod,"{'name': 'Unknown', 'association': ''}",,late 19th century to early 20th century,Deccan,[],{}
O1275205,IS.61:157-1977,Manuscript page,"{'id': 'THES49810', 'displayName': 'South Asia Gallery, Room 41', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '12B', 'shelf': '', 'box': ''}}",Miftah al-Sarod,"{'name': 'Unknown', 'association': ''}",,late 19th century to early 20th century,Deccan,[],{}
O248427,645-1906,Table,"{'id': 'THES263054', 'displayName': 'Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PL4', 'shelf': '', 'box': ''}}",,"{'name': 'unknown', 'association': ''}",2015HK8272,1630-1650,Netherlands,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2015HK8272/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2015HK8272/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O248427/manifest.json', 'imageResolution': 'high'}"
O103017,E.866-2003,Woodcut,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'MP', 'shelf': '103', 'box': ''}}",Tiny T.N.T. Tantrum The Pocket Prince A Midget Wrestler,"{'name': 'Sir Peter Blake', 'association': 'artist'}",2011EV7077,1973,Great Britain,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2011EV7077/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2011EV7077/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O152070,CAI.139,Etching,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'IONIDES', 'shelf': '22', 'box': ''}}",Rotherhithe,"{'name': 'Whistler, James Abbott McNeill', 'association': 'artist'}",2015HN1162,1860,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2015HN1162/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2015HN1162/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O152070/manifest.json', 'imageResolution': 'high'}"
O1296812,B.57-2014,Carousel,"{'id': 'THES49569', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Susan Wynter', 'association': 'maker'}",,1960s,England,[],{}
O23053,FE.47:29-1981,"Brazier, hiire","{'id': 'THES386666', 'displayName': 'in store', 'type': 'storage', 'site': 'SR029 (BH/H1)', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",,"{'name': 'Unknown', 'association': ''}",2020ML9471,About 1979,Japan,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2020ML9471/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2020ML9471/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O1263114,B.369-2012,HM Armed Forces Action Figure,"{'id': 'THES49569', 'displayName': 'In store', 'type': 'storage', 'site': 'VA', 'onDisplay': False, 'detail': {'free': '', 'case': '', 'shelf': '', 'box': ''}}",Royal Marines Commando Sniper,"{'name': 'Character Group Plc.', 'association': 'Manufacturers'}",2013GA9001,2012,London,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GA9001/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GA9001/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1263114/manifest.json', 'imageResolution': 'high'}"
O1069309,D.606&A-1894,Armour design,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': '1F', 'shelf': 'M142', 'box': 'D'}}",The Almain Armourer's Album,"{'name': 'Jacob Halder', 'association': 'designer'}",2006AH6873,1557-1587,Greenwich,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AH6873/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AH6873/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1069309/manifest.json', 'imageResolution': 'high'}"
O112088,W.43-1981,Armchair,"{'id': 'THES49878', 'displayName': 'Furniture, Room 135, The Dr Susan Weber Gallery', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'BY7', 'shelf': 'EXP', 'box': ''}}",,"{'name': 'Wright, Frank Lloyd', 'association': 'designed'}",2011FC2426,1904,America,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2011FC2426/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2011FC2426/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O1069204,D.608&A-1894,Armour design,"{'id': 'THES49171', 'displayName': 'Prints & Drawings Study Room, level C', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'M', 'shelf': '142', 'box': 'D'}}",The Almain Armourer's Album,"{'name': 'Jacob Halder', 'association': 'designer'}",2013GC9482,1557-1587,Greenwich,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2013GC9482/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2013GC9482/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O1069204/manifest.json', 'imageResolution': 'high'}"
O7623,C.347-1937,Panel,"{'id': 'THES49710', 'displayName': 'Sacred Silver & Stained Glass, Room 84, The Whiteley Galleries', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'BAY2', 'shelf': '', 'box': ''}}",,"{'name': 'Unknown', 'association': ''}",2006AJ8024,ca. 1450,England,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AJ8024/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AJ8024/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O7623/manifest.json', 'imageResolution': 'high'}"
O7622,C.346-1937,Panel,"{'id': 'THES49710', 'displayName': 'Sacred Silver & Stained Glass, Room 84, The Whiteley Galleries', 'type': 'Display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'BAY2', 'shelf': '', 'box': ''}}",,"{'name': 'Unknown', 'association': ''}",2006AJ8025,15th century,England,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2006AJ8025/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2006AJ8025/', '_iiif_presentation_url': 'https://iiif.vam.ac.uk/collections/O7622/manifest.json', 'imageResolution': 'high'}"
O239726,E.1064:3-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX6566,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX6566/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX6566/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239725,E.1064:4-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX6568,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX6568/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX6568/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239724,E.1064:5-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX6569,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX6569/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX6569/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239723,E.1064:6-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX6570,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX6570/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX6570/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239722,E.1064:7-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX6571,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX6571/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX6571/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239721,E.1064:8-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5965,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5965/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5965/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239720,E.1064:9-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5966,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5966/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5966/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239719,E.1064:10-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5967,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5967/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5967/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239718,E.1064:11-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5968,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5968/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5968/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239717,E.1064:12-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5969,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5969/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5969/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239716,E.1064:13-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5970,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5970/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5970/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239715,E.1064:14-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5971,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5971/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5971/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239714,E.1064:15-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5972,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5972/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5972/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239713,E.1064:16-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5973,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5973/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5973/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239712,E.1064:17-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5974,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5974/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5974/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239711,E.1064:18-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5975,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5975/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5975/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239710,E.1064:19-2008,Print,"{'id': 'THES49656', 'displayName': 'Prints & Drawings Study Room, level F', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'TOPIC', 'shelf': '8B', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5976,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5976/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5976/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239709,E.1064:20-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5977,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5977/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5977/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239708,E.1064:21-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5978,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5978/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5978/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239707,E.1064:22-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5979,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5979/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5979/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239706,E.1064:23-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5980,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5980/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5980/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239705,E.1064:24-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5981,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5981/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5981/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239704,E.1064:25-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5982,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5982/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5982/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
O239703,E.1064:26-2008,Print,"{'id': 'THES49657', 'displayName': 'Prints & Drawings Study Room, level E', 'type': 'display', 'site': 'VA', 'onDisplay': True, 'detail': {'free': '', 'case': 'PAT', 'shelf': '4', 'box': ''}}",Lines: Vectors,"{'name': 'Wilson, Mark', 'association': 'artist'}",2009BX5983,"Spring, 1995",Connecticut,[],"{'_primary_thumbnail': 'https://framemark.vam.ac.uk/collections/2009BX5983/full/!100,100/0/default.jpg', '_iiif_image_base_url': 'https://framemark.vam.ac.uk/collections/2009BX5983/', '_iiif_presentation_url': None, 'imageResolution': 'low'}"
